product_key,country,current_price_usd,siamese_fair_price_usd,lightgbm_fair_price_usd,combined_fair_price_usd,siamese_gap_usd,lightgbm_gap_usd,combined_gap_usd,siamese_action,lightgbm_action,combined_action,siamese_confidence,lightgbm_confidence,combined_confidence,model_action_agreement
"brooklyn nets courtside ""halloween""||apparel||men's nike nba max90 t-shirt||black||men",US,45.0,,73.0809,73.0809,,-28.0809,-28.0809,,raise_price,raise_price,,0.5093,0.5093,na
"golden state warriors courtside ""halloween""||apparel||men's nike nba max90 t-shirt||black||men",US,45.0,,73.0809,73.0809,,-28.0809,-28.0809,,raise_price,raise_price,,0.5093,0.5093,na
"la clippers courtside ""halloween""||apparel||men's nike nba max90 t-shirt||black||men",US,45.0,,73.0809,73.0809,,-28.0809,-28.0809,,raise_price,raise_price,,0.5093,0.5093,na
"new york knicks courtside ""halloween""||apparel||men's nike nba max90 t-shirt||black||men",US,45.0,,73.0809,73.0809,,-28.0809,-28.0809,,raise_price,raise_price,,0.5093,0.5093,na
nike precision 7||footwear||men's basketball shoes||black/anthracite||men|women,US,80.0,,108.2417,108.2417,,-28.2417,-28.2417,,raise_price,raise_price,,0.5064,0.5064,na
nike premium||equipment||tag fob||black||men|women,US,16.0,,44.1971,44.1971,,-28.1971,-28.1971,,raise_price,raise_price,,0.5072,0.5072,na
ナイキ スポーツウェア クラブ フリース||apparel||ウィメンズ プルオーバー クルーネック スウェットシャツ||プラチナムバイオレット||women,JP,54.5028,,83.6243,83.6243,,-29.1215,-29.1215,,raise_price,raise_price,,0.4911,0.4911,na
nike||apparel||men's 25.5cm (approx.) denim basketball shorts||blue grey/pale ivory||men,FI,141.6891,,113.5862,113.5862,,28.1029,28.1029,,lower_price,lower_price,,0.5089,0.5089,na
kylian mbappé academy||apparel||older kids' dri-fit football shorts||grand purple/grand purple/blue void/metallic gold||boys|girls,FI,41.4091,,69.4844,69.4844,,-28.0753,-28.0753,,raise_price,raise_price,,0.5094,0.5094,na
seattle storm||apparel||big kids' nike wnba t-shirt||fir||boys,US,32.0,,60.9798,60.9798,,-28.9798,-28.9798,,raise_price,raise_price,,0.4935,0.4935,na
nike shox ride 2||footwear||men's shoes||light smoke grey/medium ash/black/photon dust||men,US,190.0,,161.8031,161.8031,,28.1969,28.1969,,lower_price,lower_price,,0.5072,0.5072,na
ナイキ スポーツウェア||apparel||メンズ tシャツ||バイオレットダスト||men,JP,23.4433,,52.5823,52.5823,,-29.139,-29.139,,raise_price,raise_price,,0.4908,0.4908,na
"bobby witt, jr. kansas city royals||apparel||big kids' nike mlb stadium home jersey||white||boys",US,125.0,,96.8864,96.8864,,28.1136,28.1136,,lower_price,lower_price,,0.5087,0.5087,na
jackson holliday baltimore orioles||apparel||big kids' nike mlb stadium home jersey||white||boys,US,125.0,,96.8864,96.8864,,28.1136,28.1136,,lower_price,lower_price,,0.5087,0.5087,na
jose altuve houston astros||apparel||big kids' nike mlb stadium home jersey||white||boys,US,125.0,,96.8864,96.8864,,28.1136,28.1136,,lower_price,lower_price,,0.5087,0.5087,na
nike sportswear commute||equipment||crossbody bag (1l)||blue force/blue force/work blue||men|women,US,35.0,,63.1745,63.1745,,-28.1745,-28.1745,,raise_price,raise_price,,0.5076,0.5076,na
atlético madrid 2025/26 stadium home||apparel||men's nike dri-fit football replica shorts||hyper royal/white||men,FI,54.4891,,82.5695,82.5695,,-28.0804,-28.0804,,raise_price,raise_price,,0.5093,0.5093,na
エア ジョーダン 1 レトロ high og||footwear||ウィメンズシューズ||ブラック/ホワイト/ミディアムグレー||women,JP,180.565,,151.5503,151.5503,,29.0147,29.0147,,lower_price,lower_price,,0.4929,0.4929,na
ナイキ エア ズーム ペガサス 39||footwear||ジュニア ロード ランニングシューズ||ブラック/ホワイト/ホワイト||boys|girls,JP,73.7,,44.6853,44.6853,,29.0147,29.0147,,lower_price,lower_price,,0.4929,0.4929,na
nike swift||apparel||women's dri-fit short-sleeve running top||olive flak||women,FI,49.0391,,78.042,78.042,,-29.0029,-29.0029,,raise_price,raise_price,,0.4931,0.4931,na
jordan fly elite||equipment||batting gloves (1 pair)||blue||men|women,US,65.0,,35.9028,35.9028,,29.0972,29.0972,,lower_price,lower_price,,0.4915,0.4915,na
nfl dallas cowboys (ceedee lamb)||apparel||men's game football jersey||white||men,US,130.0,,101.9088,101.9088,,28.0912,28.0912,,lower_price,lower_price,,0.5091,0.5091,na
cleveland cavaliers hardwood classics||apparel||men's nike dri-fit nba short-sleeve jacket||college navy||men,US,145.0,,116.8813,116.8813,,28.1187,28.1187,,lower_price,lower_price,,0.5086,0.5086,na
nike sportswear city side||apparel||men's fleece joggers||black/black||men,FI,70.8391,,99.0354,99.0354,,-28.1963,-28.1963,,raise_price,raise_price,,0.5072,0.5072,na
nike mercurial vapor 16 pro||footwear||firm-ground low-top football boot||racer blue/white||men|women,SI,174.3891,,202.5133,202.5133,,-28.1242,-28.1242,,raise_price,raise_price,,0.5085,0.5085,na
inter milan||apparel||older kids' nike football synthetic fill hooded jacket||black/anthracite/lyon blue||boys|girls,FI,103.5391,,75.4701,75.4701,,28.069,28.069,,lower_price,lower_price,,0.5095,0.5095,na
cameron brink los angeles sparks explorer edition||apparel||big kids' nike wnba t-shirt||field purple||boys,US,32.0,,60.2074,60.2074,,-28.2074,-28.2074,,raise_price,raise_price,,0.507,0.507,na
nike||apparel||younger kids' 2-piece beanie and gloves set||bubblegum||boys|girls,FI,25.0591,,53.1501,53.1501,,-28.091,-28.091,,raise_price,raise_price,,0.5091,0.5091,na
nike air max fire||footwear||big kids' shoes||volt/barely volt/black/dark smoke grey||boys|girls,US,92.0,,120.0689,120.0689,,-28.0689,-28.0689,,raise_price,raise_price,,0.5095,0.5095,na
nike air max fire||footwear||big kids' shoes||white/medium soft pink/black||boys|girls,US,92.0,,120.0689,120.0689,,-28.0689,-28.0689,,raise_price,raise_price,,0.5095,0.5095,na
lsu primetime campus toned||apparel||men's nike college cuffed pom beanie||light purple||men,US,32.0,,61.1502,61.1502,,-29.1502,-29.1502,,raise_price,raise_price,,0.4906,0.4906,na
nike kawa se||footwear||younger/older kids' slides||soft yellow/silt red/sapphire/light magenta||boys|girls,FI,32.6891,,60.8519,60.8519,,-28.1628,-28.1628,,raise_price,raise_price,,0.5078,0.5078,na
nike flash||equipment||polarized sunglasses||moon particle/brown||women,US,110.0,,81.815,81.815,,28.185,28.185,,lower_price,lower_price,,0.5074,0.5074,na
inter milan 2026 match se||apparel||men's nike acg dri-fit adv football authentic shirt||hyper blue/black/safety orange||men,SI,163.4891,,134.422,134.422,,29.0671,29.0671,,lower_price,lower_price,,0.492,0.492,na
nike metro tek||footwear||men's shoes||white/summit white/off-white/metallic summit white||men,FI,87.1891,,116.3389,116.3389,,-29.1498,-29.1498,,raise_price,raise_price,,0.4906,0.4906,na
ナイキ エア マックス プラス se||footwear||ウィメンズシューズ||ブラック/メタリックシルバー/ウルフグレー||women,JP,154.77,,125.5965,125.5965,,29.1735,29.1735,,lower_price,lower_price,,0.4902,0.4902,na
ナイキ エア マックス プラス||footwear||ウィメンズシューズ||ファントム/ラッグドオレンジ/ピートモス/サターンゴールド||women,JP,154.77,,125.5965,125.5965,,29.1735,29.1735,,lower_price,lower_price,,0.4902,0.4902,na
ナイキ エア マックス プラス||footwear||ウィメンズシューズ||ホワイト/ピュアプラチナム/ホワイト||women,JP,154.77,,125.5965,125.5965,,29.1735,29.1735,,lower_price,lower_price,,0.4902,0.4902,na
ナイキ エア マックス プラス||footwear||ウィメンズシューズ||レッドセピア/シルトレッド/レブスターダスト||women,JP,154.77,,125.5965,125.5965,,29.1735,29.1735,,lower_price,lower_price,,0.4902,0.4902,na
ナイキ スポーツウェア||apparel||メンズ ウーブン フロー ショートパンツ||ミッドナイトネイビー/ホワイト||men,JP,42.746,,71.9314,71.9314,,-29.1854,-29.1854,,raise_price,raise_price,,0.49,0.49,na
nike air force 1 lv8 3||footwear||big kids' shoes||black/smoke grey/dark smoke grey||,US,90.0,,119.1141,119.1141,,-29.1141,-29.1141,,raise_price,raise_price,,0.4912,0.4912,na
nike スポーツウェア||apparel||メンズ ウーブン トラックジャケット||ブラック/ダークスモークグレー/ユニバーシティレッド||men,JP,65.6533,,93.683,93.683,,-28.0297,-28.0297,,raise_price,raise_price,,0.5102,0.5102,na
nike al8||footwear||women's shoes||photon dust/white/coconut milk/cannon||women,US,90.0,,118.0737,118.0737,,-28.0737,-28.0737,,raise_price,raise_price,,0.5094,0.5094,na
nike tartan||apparel||men's loose golf cardigan||steam||men,FI,119.8891,,149.0326,149.0326,,-29.1435,-29.1435,,raise_price,raise_price,,0.4907,0.4907,na
oregon sideline coach||apparel||men's nike therma-fit college long-sleeve t-shirt||apple green||men,US,85.0,,114.1851,114.1851,,-29.1851,-29.1851,,raise_price,raise_price,,0.49,0.49,na
nike sportswear puffle||equipment||backpack (9l)||black/iron grey/black||men|women,FI,54.4891,,83.6444,83.6444,,-29.1553,-29.1553,,raise_price,raise_price,,0.4905,0.4905,na
ジョーダン スポーツ クラシック||apparel||メンズパンツ||ブラック/インフラレッド23||men,JP,69.278,,98.4273,98.4273,,-29.1493,-29.1493,,raise_price,raise_price,,0.4906,0.4906,na
nike sportswear lightweight synthetic fill||apparel||older kids' loose hooded jacket||cargo khaki/cargo khaki/white||boys|girls,FI,92.6391,,63.4423,63.4423,,29.1968,29.1968,,lower_price,lower_price,,0.4898,0.4898,na
nike sportswear||apparel||women's mid-rise loose knee-length shorts||midnight navy/sail||women,FI,54.4891,,82.6564,82.6564,,-28.1673,-28.1673,,raise_price,raise_price,,0.5077,0.5077,na
ナイキ ファントム 6 high エリート||footwear||ファームグラウンド サッカースパイク||クロム/ブラック||men|women,JP,238.051,,209.917,209.917,,28.134,28.134,,lower_price,lower_price,,0.5083,0.5083,na
ナイキ エア マックス sc||footwear||メンズシューズ||ブラック/ブラック/ホワイト||men,JP,75.911,,105.1015,105.1015,,-29.1905,-29.1905,,raise_price,raise_price,,0.4899,0.4899,na
nikeskims shine||apparel||women's v-neck tank top||nskm navy||women,FI,81.7391,,109.7791,109.7791,,-28.04,-28.04,,raise_price,raise_price,,0.51,0.51,na
paris saint-germain||equipment||jordan academy gymsack||pure platinum/pure platinum||men|women,FI,30.5091,,59.6576,59.6576,,-29.1485,-29.1485,,raise_price,raise_price,,0.4906,0.4906,na
nike air max 270||footwear||older kids' shoe||black/black||boys|girls,SI,130.7891,,101.6999,101.6999,,29.0892,29.0892,,lower_price,lower_price,,0.4916,0.4916,na
nike premier 3||footwear||turf low-top soccer shoes||black/white||men|women,US,95.0,,123.1113,123.1113,,-28.1113,-28.1113,,raise_price,raise_price,,0.5087,0.5087,na
paris saint-germain||apparel||big kids' nike soccer t-shirt||diffused blue||men|boys|women|girls,US,27.0,,55.1389,55.1389,,-28.1389,-28.1389,,raise_price,raise_price,,0.5082,0.5082,na
nike diamond 2.0||equipment||baseball batter's hand guard (left-handed hitter)||wolf grey||men,US,40.0,,69.2019,69.2019,,-29.2019,-29.2019,,raise_price,raise_price,,0.4897,0.4897,na
nike diamond 2.0||equipment||baseball batter's hand guard (right-handed hitter)||wolf grey||men,US,40.0,,69.2019,69.2019,,-29.2019,-29.2019,,raise_price,raise_price,,0.4897,0.4897,na
nike swim legacy||equipment||comfort mirrored goggles||silver||men|women,US,29.0,,57.1444,57.1444,,-28.1444,-28.1444,,raise_price,raise_price,,0.5081,0.5081,na
fc barcelona tech||apparel||men's nike soccer fleece joggers||imperial purple/midwest gold||men,US,130.0,,100.8695,100.8695,,29.1305,29.1305,,lower_price,lower_price,,0.4909,0.4909,na
colorado rockies authentic collection||apparel||men’s nike therma mlb full-zip jacket||purple||men,US,135.0,,106.8889,106.8889,,28.1111,28.1111,,lower_price,lower_price,,0.5087,0.5087,na
nike air||apparel||men's windrunner tracksuit jacket||light bone||men,FI,119.8891,,91.7946,91.7946,,28.0945,28.0945,,lower_price,lower_price,,0.509,0.509,na
nike||apparel||メンズ dri-fit ロングスリーブ トップ||ダークチームレッド||men,JP,35.376,,63.487,63.487,,-28.111,-28.111,,raise_price,raise_price,,0.5087,0.5087,na
nike initiator||footwear||women's shoes||light orewood brown/phantom/sail||women,FI,87.1891,,116.3727,116.3727,,-29.1836,-29.1836,,raise_price,raise_price,,0.49,0.49,na
nike dri-fit academy 23||apparel||women's football shorts||black/white/white||women,SI,27.2391,,56.4643,56.4643,,-29.2252,-29.2252,,raise_price,raise_price,,0.4893,0.4893,na
nike dri-fit academy||apparel||women's short-sleeve football top||black/white/white||women,SI,27.2391,,56.4643,56.4643,,-29.2252,-29.2252,,raise_price,raise_price,,0.4893,0.4893,na
"ルカ .77 pf ""bloodline""||footwear||バスケットボールシューズ||ホワイト/ブラック/ジムレッド||men",JP,88.44,,116.4954,116.4954,,-28.0554,-28.0554,,raise_price,raise_price,,0.5097,0.5097,na
jordan sport||apparel||men's dri-fit golf long-sleeve mock neck sweatshirt||olive grey/anthracite||men,US,80.0,,109.1298,109.1298,,-29.1298,-29.1298,,raise_price,raise_price,,0.4909,0.4909,na
"ja||apparel||men's dri-fit 6"" icon basketball shorts||bleached turquoise/cave stone/bleached turquoise||men",US,50.0,,79.1831,79.1831,,-29.1831,-29.1831,,raise_price,raise_price,,0.49,0.49,na
jordan||apparel||big kids' filled puffer vest||black||boys,US,75.0,,45.7931,45.7931,,29.2069,29.2069,,lower_price,lower_price,,0.4896,0.4896,na
ナイキ コート ボロー low 2||footwear||ベビーシューズ||ホワイト/ホワイト/ホワイト||boys|girls,JP,36.113,,64.1241,64.1241,,-28.0111,-28.0111,,raise_price,raise_price,,0.5105,0.5105,na
jordan||apparel||younger kids' jersey 3-piece french terry full-zip set||pink foam||girls,SI,81.7391,,53.7609,53.7609,,27.9782,27.9782,,lower_price,lower_price,,0.5111,0.5111,na
nike surge select||equipment||7075 alloy a/m lacrosse handle||black||men,US,75.0,,104.1888,104.1888,,-29.1888,-29.1888,,raise_price,raise_price,,0.4899,0.4899,na
nike sportswear essential||apparel||women's t-shirt (plus size)||black/white||women,US,30.0,,58.0657,58.0657,,-28.0657,-28.0657,,raise_price,raise_price,,0.5095,0.5095,na
nike dri-fit park 7 jby||apparel||women's football shirt||tour yellow/black||women,SI,25.0591,,53.1357,53.1357,,-28.0766,-28.0766,,raise_price,raise_price,,0.5093,0.5093,na
ジョーダン||apparel||ジュニア カラーブロック ウィンドジャケット||ジムレッド||boys,JP,66.33,,37.1714,37.1714,,29.1586,29.1586,,lower_price,lower_price,,0.4904,0.4904,na
ナイキ ユーティリティ エリート||equipment||バックパック (37l)||ミネラルスレート/ミネラルスレート/スチーム||men|women,JP,106.128,,76.9099,76.9099,,29.2181,29.2181,,lower_price,lower_price,,0.4894,0.4894,na
ナイキ ファントム 6 high エリート||footwear||ファームグラウンド サッカースパイク||レーサーブルー/ダークオブシディアン||men|women,JP,238.051,,210.0461,210.0461,,28.0049,28.0049,,lower_price,lower_price,,0.5106,0.5106,na
debinha de oliveira kc current 2025 stadium away||apparel||women's nike dri-fit nwsl replica jersey||hyper turquoise||women,US,130.0,,101.9567,101.9567,,28.0433,28.0433,,lower_price,lower_price,,0.5099,0.5099,na
temwa chaŵinga kc current 2025 stadium away||apparel||women's nike dri-fit nwsl replica jersey||hyper turquoise||women,US,130.0,,101.9567,101.9567,,28.0433,28.0433,,lower_price,lower_price,,0.5099,0.5099,na
nike kawa se||footwear||younger/older kids' slides||soft yellow/silt red/sapphire/light magenta||boys|girls,SI,32.6891,,60.7159,60.7159,,-28.0268,-28.0268,,raise_price,raise_price,,0.5102,0.5102,na
エア フォース 1 '07||footwear||メンズシューズ||ホワイト/ホワイト/ミッドナイトネイビー||men,JP,110.55,,139.756,139.756,,-29.206,-29.206,,raise_price,raise_price,,0.4896,0.4896,na
nike air max 95 'big bubble'||footwear||older kids' shoes||black/university red/white/smoke grey||boys|girls,SI,152.5891,,123.4311,123.4311,,29.158,29.158,,lower_price,lower_price,,0.4904,0.4904,na
cr7 academy||apparel||older kids' dri-fit football shorts||volt/black/black||boys|girls,SI,38.1391,,67.3507,67.3507,,-29.2116,-29.2116,,raise_price,raise_price,,0.4895,0.4895,na
phoenix suns flight fleece||apparel||women's jordan nba satin-lined pullover hoodie||purple smoke/dark raisin||women,US,110.0,,80.854,80.854,,29.146,29.146,,lower_price,lower_price,,0.4906,0.4906,na
ナイキ スポーツウェア||apparel||ジュニア tシャツ||ココナッツミルク||boys|girls,JP,19.4233,,47.4988,47.4988,,-28.0755,-28.0755,,raise_price,raise_price,,0.5093,0.5093,na
air jordan||apparel||women's tank top||black/dark smoke grey/black||women,SI,108.9891,,79.808,79.808,,29.1811,29.1811,,lower_price,lower_price,,0.49,0.49,na
ナイキ ファスト||apparel||ウィメンズ dri-fit ショートスリーブ ランニングトップ||ブラック||women,JP,34.639,,62.6536,62.6536,,-28.0146,-28.0146,,raise_price,raise_price,,0.5104,0.5104,na
philadelphia phillies home limited||apparel||big kids' nike mlb jersey||white||boys,US,100.0,,72.0185,72.0185,,27.9815,27.9815,,lower_price,lower_price,,0.511,0.511,na
phoenix suns essentials||apparel||men's nike nba t-shirt||new orchid||men,US,37.0,,66.2104,66.2104,,-29.2104,-29.2104,,raise_price,raise_price,,0.4895,0.4895,na
nike zoom vomero 5||footwear||women's shoes with reflective accents||black/court purple/hyper grape/black||women,US,170.0,,142.0133,142.0133,,27.9867,27.9867,,lower_price,lower_price,,0.5109,0.5109,na
ナイキ エア マックス プラス||footwear||ウィメンズシューズ||ホワイト/ピンクフォーム/ブラック/ファイヤーピンク||women,JP,154.77,,125.5539,125.5539,,29.2161,29.2161,,lower_price,lower_price,,0.4894,0.4894,na
chicago bulls club courtside||apparel||men's nike nba fleece shorts||university red/sail||men,SI,65.3891,,94.5873,94.5873,,-29.1982,-29.1982,,raise_price,raise_price,,0.4897,0.4897,na
fc barcelona air||apparel||big kids' nike soccer pullover hoodie||smoke grey/light smoke grey||boys|girls,US,90.0,,60.778,60.778,,29.222,29.222,,lower_price,lower_price,,0.4893,0.4893,na
nike sb||equipment||reversible textured stretch web belt||black||men|women,US,25.0,,54.2338,54.2338,,-29.2338,-29.2338,,raise_price,raise_price,,0.4891,0.4891,na
nike blazer low by you||footwear||custom women's shoes||multi-colour/multi-colour/multi-colour/multi-colour||women,FI,119.8891,,147.8919,147.8919,,-28.0028,-28.0028,,raise_price,raise_price,,0.5106,0.5106,na
"nike sportswear classic||apparel||women's high-waisted 8"" biker shorts||black/sail||women",US,37.0,,65.0302,65.0302,,-28.0302,-28.0302,,raise_price,raise_price,,0.5101,0.5101,na
houston dash||apparel||nike dri-fit nwsl visor||white||men|women,US,28.0,,57.2756,57.2756,,-29.2756,-29.2756,,raise_price,raise_price,,0.4884,0.4884,na
colorado rockies authentic collection city connect||apparel||men's nike therma mlb pullover hoodie||purple||men,US,95.0,,122.948,122.948,,-27.948,-27.948,,raise_price,raise_price,,0.5116,0.5116,na
ジョーダン スポーツ||apparel||メンズ dri-fit ゴルフ ロングスリーブ モックネック スウェットシャツ||オリーブグレー/アンスラサイト||men,JP,79.596,,108.8055,108.8055,,-29.2095,-29.2095,,raise_price,raise_price,,0.4895,0.4895,na
boston celtics statement edition||apparel||men's jordan dri-fit nba swingman jersey||black||men,FI,114.4391,,85.2237,85.2237,,29.2154,29.2154,,lower_price,lower_price,,0.4894,0.4894,na
stephen curry golden state warriors 2024/25 statement edition||apparel||men's jordan dri-fit nba swingman jersey||black||men,FI,114.4391,,85.2237,85.2237,,29.2154,29.2154,,lower_price,lower_price,,0.4894,0.4894,na
amon-ra st. brown detroit lions||apparel||men's nike nfl game football jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
c.j. stroud houston texans||apparel||men's nike nfl game football jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
garrett wilson new york jets||apparel||men's nike nfl game football jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
jayden daniels washington commanders||apparel||men's nike nfl game fashion jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
kirk cousins atlanta falcons||apparel||men's nike nfl game football jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
patrick surtain ii denver broncos||apparel||men's nike nfl game football jersey||white||men,US,130.0,,157.9199,157.9199,,-27.9199,-27.9199,,raise_price,raise_price,,0.5121,0.5121,na
nike club||equipment||phone bag||parachute beige/black/white||men|women,US,30.0,,59.2687,59.2687,,-29.2687,-29.2687,,raise_price,raise_price,,0.4885,0.4885,na
nike challenger||apparel||men's dri-fit 18cm (approx.) unlined running shorts||black/black/black||men,SI,38.1391,,67.3898,67.3898,,-29.2507,-29.2507,,raise_price,raise_price,,0.4888,0.4888,na
paris saint-germain 2026 stadium night edition||apparel||men's jordan dri-fit soccer long-sleeve replica jersey||black/white/black||men,US,115.0,,85.7194,85.7194,,29.2806,29.2806,,lower_price,lower_price,,0.4883,0.4883,na
ジョーダン mvp||apparel||メンズ ジャンプマン tシャツ||ブラック/セイル/セイル||men,JP,33.165,,62.4876,62.4876,,-29.3226,-29.3226,,raise_price,raise_price,,0.4876,0.4876,na
nike||apparel||women's v-neck long-sleeve golf top||black/black/sail||women,US,110.0,,82.0367,82.0367,,27.9633,27.9633,,lower_price,lower_price,,0.5113,0.5113,na
air jordan 4 retro||footwear||older kids' shoes||white/half blue/vapour green/medium soft pink||boys|girls,FI,163.4891,,135.5313,135.5313,,27.9578,27.9578,,lower_price,lower_price,,0.5114,0.5114,na
nike sportswear club||apparel||men's polo||ghost/ghost/white||men,FI,49.0391,,78.2716,78.2716,,-29.2325,-29.2325,,raise_price,raise_price,,0.4891,0.4891,na
ナイキ dri-fit ビクトリー||apparel||ウィメンズ ゴルフポロ||ブラック/ホワイト||women,JP,55.275,,84.5374,84.5374,,-29.2624,-29.2624,,raise_price,raise_price,,0.4886,0.4886,na
nike acg apex||apparel||bucket hat||black/black/black||men|women,FI,43.5891,,72.8455,72.8455,,-29.2564,-29.2564,,raise_price,raise_price,,0.4887,0.4887,na
fc バルセロナ アカデミー プロ ホーム||apparel||メンズ ナイキ dri-fit サッカー プレマッチ ショートスリーブ トップ||ディープロイヤルブルー/ディープロイヤルブルー/ノーブルレッド/ミッドウェストゴールド||men,JP,64.119,,92.0985,92.0985,,-27.9795,-27.9795,,raise_price,raise_price,,0.511,0.511,na
ナイキ アルファフライ 3 グラム||footwear||ウィメンズ ロード レーシングシューズ||オレンジパルス/パープルダイナスティー/エレクトリックグリーン/ブラック||women,JP,271.216,,241.9178,241.9178,,29.2982,29.2982,,lower_price,lower_price,,0.488,0.488,na
ナイキ スポーツウェア||apparel||ウィメンズ オーバーサイズド トラックジャケット||バストグレー/サミットホワイト/ブラック/ブラック||women,JP,106.865,,78.9512,78.9512,,27.9138,27.9138,,lower_price,lower_price,,0.5122,0.5122,na
japan national baseball team 2026 world baseball classic||apparel||women's nike cropped 1/2-zip crew||navy||women,US,95.0,,65.69,65.69,,29.31,29.31,,lower_price,lower_price,,0.4878,0.4878,na
nike||apparel||men's therma-fit fleece joggers||black||men,FI,76.2891,,48.3645,48.3645,,27.9246,27.9246,,lower_price,lower_price,,0.512,0.512,na
dallas mavericks essential city edition||apparel||men's nike nba long-sleeve t-shirt||black||men,US,42.0,,71.2739,71.2739,,-29.2739,-29.2739,,raise_price,raise_price,,0.4884,0.4884,na
denver nuggets essential city edition||apparel||men's nike nba long-sleeve t-shirt||black||men,US,42.0,,71.2739,71.2739,,-29.2739,-29.2739,,raise_price,raise_price,,0.4884,0.4884,na
la lakers essential city edition||apparel||men's nike nba long-sleeve t-shirt||black||men,US,42.0,,71.2739,71.2739,,-29.2739,-29.2739,,raise_price,raise_price,,0.4884,0.4884,na
phoenix suns essential city edition||apparel||men's nike nba long-sleeve t-shirt||black||men,US,42.0,,71.2739,71.2739,,-29.2739,-29.2739,,raise_price,raise_price,,0.4884,0.4884,na
toronto raptors essential city edition||apparel||men's nike nba long-sleeve t-shirt||black||men,US,42.0,,71.2739,71.2739,,-29.2739,-29.2739,,raise_price,raise_price,,0.4884,0.4884,na
エア ジョーダン 1 mid se||footwear||メンズシューズ||サミットホワイト/ブラック/ブルーチル||men,JP,136.345,,165.5828,165.5828,,-29.2378,-29.2378,,raise_price,raise_price,,0.489,0.489,na
nike vapor pro 3||footwear||women's clay court tennis shoes||black/white||women,FI,141.6891,,113.8083,113.8083,,27.8808,27.8808,,lower_price,lower_price,,0.5128,0.5128,na
nike club||apparel||men's basketball t-shirt||black||men,SI,38.1391,,66.0797,66.0797,,-27.9406,-27.9406,,raise_price,raise_price,,0.5117,0.5117,na
nike hyperset 2||footwear||indoor court shoes||white/team crimson/white||men|women,US,135.0,,107.114,107.114,,27.886,27.886,,lower_price,lower_price,,0.5127,0.5127,na
philadelphia phillies authentic collection||apparel||men’s nike therma mlb full-zip jacket||royal||men,US,135.0,,107.0377,107.0377,,27.9623,27.9623,,lower_price,lower_price,,0.5113,0.5113,na
dallas mavericks zoned||apparel||men's nike dri-fit nba pants||game royal/college navy/white||men,US,115.0,,85.7506,85.7506,,29.2494,29.2494,,lower_price,lower_price,,0.4888,0.4888,na
jordan sport essentials||apparel||women's padded adjustable sports bra||cargo khaki/cargo khaki/vintage lichen/vintage lichen||women,FI,43.5891,,71.4804,71.4804,,-27.8913,-27.8913,,raise_price,raise_price,,0.5126,0.5126,na
nike shox tl fade||footwear||women's shoes||court purple/metallic black/peony/hot lava||women,US,180.0,,152.0159,152.0159,,27.9841,27.9841,,lower_price,lower_price,,0.5109,0.5109,na
ナイキ ファントム 6 high エリート lv8||footwear||ファームグラウンド サッカースパイク||ミディアムアッシュ/ブラック/ゴールドアンバー||men|women,JP,238.051,,210.1434,210.1434,,27.9076,27.9076,,lower_price,lower_price,,0.5123,0.5123,na
"nike mercurial superfly 10 academy ""kylian mbappé""||footwear||mg high-top soccer cleats||plum eclipse/metallic silver||men|women",US,105.0,,132.9567,132.9567,,-27.9567,-27.9567,,raise_price,raise_price,,0.5114,0.5114,na
ナイキ コート ビジョン low||footwear||メンズシューズ||タクシー/ホワイト/ブラック||men,JP,58.96,,86.8675,86.8675,,-27.9075,-27.9075,,raise_price,raise_price,,0.5123,0.5123,na
ナイキ コート ビジョン low||footwear||メンズシューズ||ユニバーシティレッド/ホワイト/ブラック||men,JP,58.96,,86.8675,86.8675,,-27.9075,-27.9075,,raise_price,raise_price,,0.5123,0.5123,na
ナイキ ショックス r4||footwear||メンズシューズ||ブラック/メタリックシルバー/パープルダイナスティー/アンスラサイト||men,JP,142.241,,112.9799,112.9799,,29.2611,29.2611,,lower_price,lower_price,,0.4886,0.4886,na
ナイキ エア マックス dn8||footwear||ウィメンズシューズ||ブラック/ピンクフォーム/プレイフルピンク||women,JP,169.51,,140.207,140.207,,29.303,29.303,,lower_price,lower_price,,0.4879,0.4879,na
ナイキ エア マックス dn8||footwear||ウィメンズシューズ||ユニバーシティレッド/タフレッド/チームレッド/ユニバーシティレッド||women,JP,169.51,,140.207,140.207,,29.303,29.303,,lower_price,lower_price,,0.4879,0.4879,na
jordan sport||apparel||men's golf button-down||sail||men,SI,163.4891,,135.6253,135.6253,,27.8638,27.8638,,lower_price,lower_price,,0.5131,0.5131,na
jordan||apparel||icon card case||black||men,FI,54.4891,,83.834,83.834,,-29.3449,-29.3449,,raise_price,raise_price,,0.4872,0.4872,na
