product_key,country,current_price_usd,siamese_fair_price_usd,lightgbm_fair_price_usd,combined_fair_price_usd,siamese_gap_usd,lightgbm_gap_usd,combined_gap_usd,siamese_action,lightgbm_action,combined_action,siamese_confidence,lightgbm_confidence,combined_confidence,model_action_agreement
nike sportswear||apparel||men's max90 t-shirt||white||men,US,50.0,44.0339,,44.0339,5.9661,,5.9661,lower_price,,lower_price,0.5751,,0.5751,na
nike victory||apparel||women's dri-fit high-waisted tennis skirt||white/black||women,US,80.0,70.7211,,70.7211,9.2789,,9.2789,lower_price,,lower_price,0.3649,,0.3649,na
nike rejuven8 run sp||footwear||women's shoes||black/sail/black||women,FI,141.6891,148.2338,,148.2338,-6.5447,,-6.5447,raise_price,,raise_price,0.5055,,0.5055,na
nike reax 8 tr||footwear||women's workout shoes||white/pure platinum/white||women,FI,103.5391,108.8844,,108.8844,-5.3453,,-5.3453,raise_price,,raise_price,0.615,,0.615,na
nike air max '95 g||footwear||golf shoes||peony/volt tint/dusty cactus/anthracite||men|women,FI,217.9891,223.5617,,223.5617,-5.5726,,-5.5726,raise_price,,raise_price,0.5891,,0.5891,na
nike pegasus easyon||footwear||men's road running shoes||black/anthracite/photon dust/white||men,FI,152.5891,158.3671,,158.3671,-5.778,,-5.778,raise_price,,raise_price,0.5677,,0.5677,na
nike mind 002||footwear||men's shoes||light smoke grey/photon dust/hyper crimson/chrome||men,FI,152.5891,158.3651,,158.3651,-5.776,,-5.776,raise_price,,raise_price,0.5678,,0.5678,na
air jordan 1 triple stack||footwear||women's shoes||psychic blue/white/sail/psychic blue||women,FI,152.5891,158.3286,,158.3286,-5.7395,,-5.7395,raise_price,,raise_price,0.5694,,0.5694,na
nike dri-fit adv fly||apparel||unstructured aerobill aeroadapt cap||black/anthracite/black||men|women,US,47.0,41.5508,,41.5508,5.4492,,5.4492,lower_price,,lower_price,0.5976,,0.5976,na
nike sportswear classics||apparel||women's high-waisted graphic leggings||black/white||women,US,57.0,49.0483,,49.0483,7.9517,,7.9517,lower_price,,lower_price,0.4071,,0.4071,na
nike heritage||apparel||women's short-sleeve tennis t-shirt||sail/midnight navy||women,US,42.0,36.0426,,36.0426,5.9574,,5.9574,lower_price,,lower_price,0.543,,0.543,na
nike zoom fly 6 glam||footwear||women's road racing shoes||dark obsidian/racer blue/emerald rise/black||women,FI,196.1891,202.9332,,202.9332,-6.7441,,-6.7441,raise_price,,raise_price,0.4785,,0.4785,na
nike zoom vomero roam||footwear||women's winterized shoes||black/black/racer blue/black||women,FI,196.1891,202.8465,,202.8465,-6.6574,,-6.6574,raise_price,,raise_price,0.4818,,0.4818,na
nike pegasus 42||footwear||women's road running shoes||chalk/orange pulse/bright violet/tattoo||women,FI,152.5891,158.1413,,158.1413,-5.5522,,-5.5522,raise_price,,raise_price,0.5775,,0.5775,na
nike par||apparel||men's therma-fit golf crew-neck top||college navy/white/black||men,US,100.0,93.6587,,93.6587,6.3413,,6.3413,lower_price,,lower_price,0.505,,0.505,na
jordan brooklyn||apparel||women's full-zip track jacket||team red/sail||women,FI,98.0891,103.1477,,103.1477,-5.0586,,-5.0586,raise_price,,raise_price,0.6152,,0.6152,na
nike uplift sc||footwear||women's shoes||black/wolf grey/black/white||women,FI,76.2891,82.3363,,82.3363,-6.0472,,-6.0472,raise_price,,raise_price,0.5098,,0.5098,na
jordan brooklyn fleece||apparel||women's full-zip hoodie||malachite/white||women,FI,81.7391,87.3845,,87.3845,-5.6454,,-5.6454,raise_price,,raise_price,0.5442,,0.5442,na
jordan pointe||footwear||women's shoes||black/sail||women,FI,130.7891,137.1701,,137.1701,-6.381,,-6.381,raise_price,,raise_price,0.4757,,0.4757,na
nike zoom fly 6||footwear||men's road racing shoes||black/light smoke grey/white||men,FI,185.2891,191.9615,,191.9615,-6.6724,,-6.6724,raise_price,,raise_price,0.4422,,0.4422,na
nike air max dn roam||footwear||men's shoes||clay green/sky j light olive/black/fire pink||men,FI,196.1891,201.8161,,201.8161,-5.627,,-5.627,raise_price,,raise_price,0.5238,,0.5238,na
tatum 4||footwear||baby/toddler shoes||white/black/university red||boys|girls,FI,59.9391,66.8938,,66.8938,-6.9547,,-6.9547,raise_price,,raise_price,0.4153,,0.4153,na
nike swift||apparel||women's high-waisted 7/8 printed running leggings||world indigo||women,US,100.0,94.3232,,94.3232,5.6768,,5.6768,lower_price,,lower_price,0.5074,,0.5074,na
nike shox tl||footwear||men's shoes||black/metallic hematite/max orange/black||men,FI,185.2891,191.5895,,191.5895,-6.3004,,-6.3004,raise_price,,raise_price,0.4564,,0.4564,na
nike acg apex||apparel||bucket hat||black/black/black||men|women,US,55.0,49.2336,,49.2336,5.7664,,5.7664,lower_price,,lower_price,0.4947,,0.4947,na
nike sportswear||apparel||women's oversized short-sleeve t-shirt||sail||women,US,55.0,48.8784,,48.8784,6.1216,,6.1216,lower_price,,lower_price,0.4635,,0.4635,na
nike sb||apparel||skate t-shirt||black||men|women,US,55.0,49.8221,,49.8221,5.1779,,5.1779,lower_price,,lower_price,0.5462,,0.5462,na
chicago bulls essential city edition||apparel||men's nike nba max90 t-shirt||white||men,US,55.0,49.8416,,49.8416,5.1584,,5.1584,lower_price,,lower_price,0.5479,,0.5479,na
jordan flight fleece||apparel||women's rugby top||black/sail/black||women,US,100.0,94.0763,,94.0763,5.9237,,5.9237,lower_price,,lower_price,0.4762,,0.4762,na
nike one||apparel||women's dri-fit tank top||black/white||women,US,50.0,42.7336,,42.7336,7.2664,,7.2664,lower_price,,lower_price,0.3874,,0.3874,na
nike pro seamless||apparel||women's dri-fit cropped tank top||black||women,US,55.0,48.5683,,48.5683,6.4317,,6.4317,lower_price,,lower_price,0.4364,,0.4364,na
nike zenvy||apparel||women's high-waisted capri leggings||black/cool grey||women,US,100.0,94.0041,,94.0041,5.9959,,5.9959,lower_price,,lower_price,0.4678,,0.4678,na
jordan sport flightweight||apparel||women's long-sleeve top||black/dark shadow||women,FI,65.3891,70.5728,,70.5728,-5.1837,,-5.1837,raise_price,,raise_price,0.5097,,0.5097,na
nike one classic||apparel||women's dri-fit long-sleeve top||white/black||women,US,55.0,47.4694,,47.4694,7.5306,,7.5306,lower_price,,lower_price,0.34,,0.34,na
nike 24.7 impossiblysoft||apparel||women's dri-fit mid-rise joggers||midnight navy/dark obsidian||women,FI,103.5391,110.4905,,110.4905,-6.9514,,-6.9514,raise_price,,raise_price,0.3374,,0.3374,na
nike sportswear airreverent||apparel||women's long-sleeve top||black||women,FI,108.9891,114.6436,,114.6436,-5.6545,,-5.6545,raise_price,,raise_price,0.4137,,0.4137,na
jordan flight||apparel||men's gore-tex mountainside jacket||pure platinum/black||men,US,500.0,494.3712,,494.3712,5.6288,,5.6288,lower_price,,lower_price,0.4082,,0.4082,na
nike acg||apparel||men's trail running jacket||college grey/black/mean green/summit white||men,US,140.0,134.7768,,134.7768,5.2232,,5.2232,lower_price,,lower_price,0.4329,,0.4329,na
chicago bulls city edition||apparel||women's nike nba phoenix fleece premium hoodie||black||women,US,95.0,85.3912,,85.3912,9.6088,,9.6088,lower_price,,lower_price,0.2302,,0.2302,na
jordan||apparel||women's sleeveless tank||old royal/yellow pulse||women,FI,43.5891,49.2977,,49.2977,-5.7086,,-5.7086,raise_price,,raise_price,0.386,,0.386,na
nikecourt court collection||apparel||women's dri-fit high-waisted tennis shorts||sail||women,FI,103.5391,109.2327,,109.2327,-5.6936,,-5.6936,raise_price,,raise_price,0.3833,,0.3833,na
nike sportswear||apparel||women's full-zip long-sleeve hooded top||team crimson||women,US,85.0,74.4926,,74.4926,10.5074,,10.5074,lower_price,,lower_price,0.2062,,0.2062,na
nike||apparel||women's short-sleeve basketball t-shirt||black||women,US,47.0,41.7614,,41.7614,5.2386,,5.2386,lower_price,,lower_price,0.4088,,0.4088,na
nike 24.7 impossiblysoft||apparel||women's dri-fit oversized crew-neck top||black/dark smoke grey||women,FI,98.0891,104.3086,,104.3086,-6.2195,,-6.2195,raise_price,,raise_price,0.3319,,0.3319,na
jordan sport essentials||apparel||women's dri-fit sleeveless top||white/black||women,FI,38.1391,43.8346,,43.8346,-5.6955,,-5.6955,raise_price,,raise_price,0.3553,,0.3553,na
nike one classic||apparel||women's dri-fit short-sleeve top||white/black||women,US,47.0,41.0803,,41.0803,5.9197,,5.9197,lower_price,,lower_price,0.3319,,0.3319,na
nike sportswear||apparel||women's full-zip jacket||pale ivory/sail||women,FI,152.5891,160.6959,,160.6959,-8.1068,,-8.1068,raise_price,,raise_price,0.2421,,0.2421,na
nike one classic twist||apparel||women's dri-fit short-sleeve top||light magenta/white||women,US,47.0,41.0374,,41.0374,5.9626,,5.9626,lower_price,,lower_price,0.3271,,0.3271,na
nike swift||apparel||women's high-support lightly lined sports bra||black/silver||women,US,75.0,69.3978,,69.3978,5.6022,,5.6022,lower_price,,lower_price,0.3464,,0.3464,na
nike reax 8 tr||footwear||men's workout shoes||black/white||men,FI,98.0891,103.2756,,103.2756,-5.1865,,-5.1865,raise_price,,raise_price,0.3733,,0.3733,na
nike sportswear tech fleece windrunner||apparel||women's full-zip hoodie (plus size)||black/black||women,US,140.0,133.5441,,133.5441,6.4559,,6.4559,lower_price,,lower_price,0.2991,,0.2991,na
nike sportswear classic||apparel||women's high-waisted 7/8 leggings (plus size)||black/sail||women,US,50.0,42.0377,,42.0377,7.9623,,7.9623,lower_price,,lower_price,0.242,,0.242,na
nikecourt slam||apparel||women's dri-fit high-waisted tennis skirt||mean green/light lemon twist/black||women,FI,92.6391,99.7575,,99.7575,-7.1184,,-7.1184,raise_price,,raise_price,0.2705,,0.2705,na
nike form||apparel||women's boyshorts||black/smoke grey/dark smoke grey||women,US,45.0,39.5266,,39.5266,5.4734,,5.4734,lower_price,,lower_price,0.3473,,0.3473,na
jordan hydro vi retro||footwear||slides||black/infrared 23||men,US,70.0,63.9637,,63.9637,6.0363,,6.0363,lower_price,,lower_price,0.3091,,0.3091,na
nike sportswear phoenix fleece||apparel||women's oversized printed crew-neck sweatshirt||black/ironstone/black||women,US,80.0,73.4476,,73.4476,6.5524,,6.5524,lower_price,,lower_price,0.2847,,0.2847,na
nike sportswear phoenix fleece||apparel||women's over-oversized pullover hoodie||tattoo/sail||women,US,80.0,73.3077,,73.3077,6.6923,,6.6923,lower_price,,lower_price,0.2695,,0.2695,na
nike court vision low||footwear||women's shoes||shimmer/tattoo/sail||women,FI,87.1891,95.2247,,95.2247,-8.0356,,-8.0356,raise_price,,raise_price,0.2141,,0.2141,na
nikecourt slam||apparel||women's dri-fit tennis dress||sapphire/light thistle/black/white||women,FI,147.1391,155.284,,155.284,-8.1449,,-8.1449,raise_price,,raise_price,0.208,,0.208,na
nike court vision low||footwear||men's shoes||black/white||men,FI,87.1891,93.8336,,93.8336,-6.6445,,-6.6445,raise_price,,raise_price,0.2478,,0.2478,na
nike pro||apparel||women's dri-fit tank top||black/white||women,FI,49.0391,55.3005,,55.3005,-6.2614,,-6.2614,raise_price,,raise_price,0.2457,,0.2457,na
jordan brooklyn fleece||apparel||women's realtree crew-neck sweatshirt||hemp/sail||women,US,72.0,66.7377,,66.7377,5.2623,,5.2623,lower_price,,lower_price,0.2831,,0.2831,na
chuck taylor all star canvas||footwear||shoes||white||men,US,65.0,58.9537,,58.9537,6.0463,,6.0463,lower_price,,lower_price,0.2093,,0.2093,na
nike sportswear||apparel||women's trousers||black/black||women,US,110.0,103.9779,,103.9779,6.0221,,6.0221,lower_price,,lower_price,0.2017,,0.2017,na
nike reactx rejuven8||footwear||women's shoes||black/black/black||women,FI,76.2891,84.0203,,84.0203,-7.7312,,-7.7312,raise_price,,raise_price,0.1429,,0.1429,na
jordan flight||apparel||women's graphic dress||sail/black||women,FI,76.2891,83.6211,,83.6211,-7.332,,-7.332,raise_price,,raise_price,0.1495,,0.1495,na
nikecourt ace advantage||apparel||women's dri-fit tennis shorts||white/white||women,FI,76.2891,83.5634,,83.5634,-7.2743,,-7.2743,raise_price,,raise_price,0.1505,,0.1505,na
team 13 courtside||apparel||women's nike wnba cropped pullover hoodie||black/brilliant orange/brilliant orange||women,FI,76.2891,83.5224,,83.5224,-7.2333,,-7.2333,raise_price,,raise_price,0.1513,,0.1513,na
nike reactx rejuven8||footwear||men's shoes||black/black/black||men,FI,76.2891,82.758,,82.758,-6.4689,,-6.4689,raise_price,,raise_price,0.1662,,0.1662,na
nike sportswear||apparel||t-shirt||khaki||men|women,US,50.0,44.7793,,44.7793,5.2207,,5.2207,lower_price,,lower_price,0.1857,,0.1857,na
nike||apparel||women's dri-fit long-sleeve warm-up basketball top||black/white||women,FI,70.8391,78.6622,,78.6622,-7.8231,,-7.8231,raise_price,,raise_price,0.0969,,0.0969,na
nike pro||apparel||women's dri-fit loose crew-neck french terry sweatshirt||rush pink/pink foam/white||women,FI,70.8391,78.5594,,78.5594,-7.7203,,-7.7203,raise_price,,raise_price,0.098,,0.098,na
jordan flight||apparel||women's long-sleeve top||black/sail||women,FI,70.8391,78.3831,,78.3831,-7.544,,-7.544,raise_price,,raise_price,0.1001,,0.1001,na
nike||equipment||kids' backpack||doll/university red/white||boys|girls,US,50.0,44.4581,,44.4581,5.5419,,5.5419,lower_price,,lower_price,0.1355,,0.1355,na
jordan sport flightweight||apparel||women's dri-fit short-sleeve top||black/dark shadow/dark shadow||women,US,55.0,49.714,,49.714,5.286,,5.286,lower_price,,lower_price,0.107,,0.107,na
nike reactx rejuven8||footwear||women's slides||black/black/black||women,FI,65.3891,73.6825,,73.6825,-8.2934,,-8.2934,raise_price,,raise_price,0.0448,,0.0448,na
nikecourt advantage||apparel||women's dri-fit short-sleeve tennis top||white/white||women,FI,65.3891,73.2088,,73.2088,-7.8197,,-7.8197,raise_price,,raise_price,0.0474,,0.0474,na
nike zenvy||apparel||women's dri-fit short-sleeve top||black/cool grey||women,FI,65.3891,72.423,,72.423,-7.0339,,-7.0339,raise_price,,raise_price,0.0524,,0.0524,na
chuck taylor all star lift platform canvas||footwear||women's shoes||black||women,US,80.0,74.7288,,74.7288,5.2712,,5.2712,lower_price,,lower_price,0.0542,,0.0542,na
chuck taylor all star lift platform canvas||footwear||women's shoes||white||women,US,80.0,74.7291,,74.7291,5.2709,,5.2709,lower_price,,lower_price,0.0542,,0.0542,na
nike vomero plus||footwear||men's road running shoes||black/anthracite/black||men,US,180.0,174.0067,,174.0067,5.9933,,5.9933,lower_price,,lower_price,0.0276,,0.0276,na
jordan everyday||equipment||cushioned crew socks (6 pairs)||black/white||men|women,US,36.0,30.9872,,30.9872,5.0128,,5.0128,lower_price,,lower_price,0.0082,,0.0082,na
